frag,survivedtoend,endtank,treat,normtankpa,pabwrec1,pabwrec2,pabwrec3,normtankt0,t0bwrec1,t0bwrec2,t0bwrec3,normtankt1,t1bwrec1,t1bwrec2,t1bwrec3,normtankt2,t2bwrec1,t2bwrec2,t2bwrec3,normtankt3,t3bwrec1,t3bwrec2,t3bwrec3,pasastan1,pasastan2,pasastan3,pasarec1,pasarec2,pasarec3,t0sastan1,t0sastan2,t0sastan3,t0sarec1,t0sarec2,t0sarec3,t1sastan1,t1sastan2,t1sastan3,t1sarec1,t1sarec2,t1sarec3,t2sastan1,t2sastan2,t2sastan3,t2sarec1,t2sarec2,t2sarec3,t3sastan1,t3sastan2,t3sastan3,t3sarec1,t3sarec2,t3sarec3,blastvol,blaster,hprotplate,hprot1,hprot2,hprot3,hcarbplate,hcarb1,hcarb2,hcarb3,scarbplate,scarb1,scarb2,scarb3,chl630_1,chl630_2,chl630_3,chl663_1,chl663_2,chl663_3,symcount1,symcount2,symcount3,symmit1,symmit2,symmit3,papamrec1,papamrec2,papamrec3,t0pamrec1,t0pamrec2,t0pamrec3,t1pamrec1,t1pamrec2,t1pamrec3,t2pamrec1,t2pamrec2,t2pamrec3,t3pamrec1,t3pamrec2,t3pamrec3,t4pamrec1,t4pamrec2,t4pamrec3,t5pamrec1,t5pamrec2,t5pamrec3,t6pamrec1,t6pamrec2,t6pamrec3,t7pamrec1,t7pamrec2,t7pamrec3,t8pamrec1,t8pamrec2,t8pamrec3,t9pamrec1,t9pamrec2,t9pamrec3
I2I10,yes,2_3,2,NA,NA,NA,NA,2_3,14.348,14.343,14.344,2_3,14.343,14.345,14.346,2_3,14.43,14.433,14.432,2_3,14.576,14.575,14.575,NA,NA,NA,NA,NA,NA,305097,305559,306613,1029420,1029023,1025313,304670,304990,308815,1017306,1028085,1029442,311124,310572,310810,1057275,1056911,1056748,312803,311333,315177,1029498,1028369,1028834,11,Olivia,O1,0.033,0.035,0.044,O5,0.143,0.136,0.283,NA,NA,NA,NA,0.045,0.044,0.044,0.054,0.054,0.054,14,15,11,0,0,0,NA,NA,NA,0.578,0.574,0.52,0.549,0.593,0.581,0.5,0.53,0.478,0.532,0.534,0.521,0.51,0.501,0.506,0.52,0.52,0.498,0.515,0.503,0.543,0.42,0.381,0.392,0.5,0.425,0.427,0.44,0.374,0.408
I2I2,no,2_3,2,2_3,21.436,21.422,21.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296124,297245,296703,1223793,1212520,1210411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588,0.6,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I3G2,yes,2_3,2,2_3,14.138,14.137,14.139,2_3,14.222,14.217,14.219,2_3,14.422,14.422,14.422,2_3,14.512,14.515,14.513,2_3,14.877,14.876,14.877,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,305278,303885,307256,1332247,1329740,1331349,301349,302164,303020,1296102,1294174,1291057,308860,309101,309123,1295523,1295381,1294995,322933,322764,325511,1365585,1367990,1366007,16,Darren,O2,0.19,0.154,0.155,O5,0.289,0.209,0.22,NA,NA,NA,NA,0.088,0.099,0.119,0.266,0.314,0.331,69,38,39,0,0,0,0.577,0.594,0.601,0.494,0.558,0.513,0.605,0.54,0.541,0.55,0.555,0.549,0.516,0.512,0.504,0.523,0.479,0.484,0.443,0.419,0.445,0.462,0.462,0.464,0.547,0.459,0.471,0.507,0.5,0.519,0.494,0.515,0.496
I3H2,yes,2_3,2,2_3,20.895,20.891,20.9,2_3,20.946,20.943,20.938,2_3,21.143,21.145,21.142,2_3,21.277,21.277,21.278,2_3,21.773,21.777,21.774,297436,298029,297216,1359993,1355271,1359062,305837,305869,304796,1427293,1423206,1430248,303012,302992,301313,1408819,1407894,1406669,308003,307686,307939,1419965,1421963,1422592,314880,311683,313137,1470226,1470463,1468747,26,Darren,D4,0.058,0.063,0.069,O5,0.197,0.129,0.171,NA,NA,NA,NA,0.101,0.103,0.103,0.212,0.225,0.22,20,18,27,0,0,0,0.631,0.63,0.605,0.538,0.566,0.559,0.588,0.563,0.528,0.58,0.566,0.568,0.573,0.592,0.578,0.585,0.584,0.584,0.574,0.55,0.543,0.571,0.578,0.565,0.607,0.599,0.614,0.599,0.62,0.576,0.601,0.594,0.59
I3I2,yes,2_3,2,2_3,20.18,20.177,20.175,2_3,20.227,20.229,20.226,2_3,20.296,20.293,20.292,2_3,20.398,20.398,20.397,2_3,20.633,20.632,20.628,297143,298576,297753,1348911,1343476,1352001,308041,304976,307169,1381961,1378509,1382890,304929,309399,309778,1376709,1379465,1370492,306727,306406,306328,1399039,1410274,1407317,322272,325796,323209,1465088,1456794,1461292,20,Olivia,D7,0.041,0.046,0.048,O5,0.101,0.125,0.102,NA,NA,NA,NA,0.056,0.059,0.059,0.084,0.093,0.092,43,33,45,0,0,0,0.567,0.573,0.567,0.545,0.57,0.535,0.505,0.559,0.531,0.533,0.535,0.548,0.573,0.627,0.578,0.558,0.565,0.565,0.533,0.473,0.524,0.572,0.579,0.579,0.536,0.533,0.572,0.569,0.604,0.595,0.469,0.493,0.524
I3I9,no,2_3,2,NA,NA,NA,NA,2_3,16.664,16.666,16.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307799,305828,307264,1537206,1538852,1540914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I4G2,yes,2_3,2,2_3,15.808,15.809,15.806,2_3,15.749,15.748,15.746,2_3,15.646,15.648,15.649,2_3,15.632,15.632,15.631,2_3,15.761,15.762,15.762,293970,293930,293973,1212941,1214443,1215720,307809,307209,306197,1193932,1194537,1196350,301921,300804,301157,1194523,1191369,1195606,308357,308020,308590,1200308,1196698,1200339,324788,324615,323283,1229717,1227370,1219840,13,Joyce,D1,0.171,0.17,0.168,O5,0.294,0.412,0.261,NA,NA,NA,NA,0.059,0.062,0.066,0.098,0.107,0.113,41,31,30,0,0,0,0.589,0.604,0.58,0.604,0.568,0.605,0.537,0.541,0.529,0.568,0.579,0.553,0.554,0.574,0.534,0.534,0.527,0.512,0.43,0.448,0.435,0.519,0.478,0.528,0.549,0.543,0.558,0.598,0.554,0.531,0.562,0.57,0.555
I4H2,no,2_3,2,2_3,18.141,18.144,18.144,2_3,18.143,18.14,18.139,2_3,18.172,18.172,18.177,NA,NA,NA,NA,NA,NA,NA,NA,295629,297256,296968,1043455,1044523,1042783,303777,307238,304098,1092844,1087968,1084461,305296,301728,306076,1084459,1083190,1072355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576,0.564,0.566,0.54,0.529,0.488,0.535,0.515,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I4I2,yes,2_3,2,2_3,13.07,13.071,13.069,2_3,13.127,13.125,13.123,2_3,13.263,13.262,13.267,2_3,13.246,13.245,13.245,2_3,13.315,13.317,13.316,299135,297777,299153,955158,954978,955782,304713,304143,304934,955683,958593,955943,305882,304552,308357,953643,954450,951987,314380,314118,314096,953464,955261,953595,312134,314600,313720,960824,965514,962883,15,Lauren,D6,0.109,0.111,0.098,O5,0.186,0.299,0.238,NA,NA,NA,NA,0.071,0.077,0.081,0.127,0.138,0.142,29,28,25,0,0,0,0.591,0.583,0.59,0.544,0.573,0.604,0.538,0.602,0.577,0.59,0.575,0.547,0.581,0.66,0.589,0.549,0.551,0.568,0.589,0.513,0.552,0.472,0.482,0.472,0.546,0.511,0.516,0.486,0.48,0.508,0.554,0.528,0.536
O2G2,yes,2_3,2,2_3,20.706,20.707,20.708,2_3,20.725,20.723,20.721,2_3,20.736,20.737,20.738,2_3,20.744,20.74,20.742,2_3,20.941,20.94,20.941,297741,297747,296100,1449361,1451029,1449685,306345,305214,305303,1440850,1442356,1437771,311584,309627,309944,1438821,1423788,1441992,304216,300969,301960,1497375,1494107,1497782,317694,324416,319598,1528774,1522561,1523014,14,Lauren,D8,0.188,0.182,0.184,O6,0.297,0.286,0.294,NA,NA,NA,NA,0.012,0.019,0.006,0.033,0.042,0.029,49,39,38,0,0,0,0.584,0.591,0.564,0.5,0.529,0.481,0.471,0.4,0.478,0.486,0.456,0.456,0.463,0.464,0.448,0.461,0.462,0.452,0.467,0.471,0.48,0.495,0.488,0.467,0.345,0.377,0.383,0.507,0.486,0.467,0.54,0.485,0.51
O2I2,no,2_3,2,2_3,16.654,16.651,16.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299168,299417,298607,1181046,1180184,1180708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.623,0.629,0.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2I9,yes,2_3,2,NA,NA,NA,NA,2_3,13.271,13.272,13.273,2_3,13.35,13.353,13.352,2_3,13.421,13.421,13.424,2_3,13.77,13.768,13.768,NA,NA,NA,NA,NA,NA,307203,307730,308679,1122748,1118334,1118779,310490,311329,312732,1147006,1147227,1145968,310315,310003,310290,1174628,1176070,1175630,314699,315840,314545,1202147,1202466,1200759,14,Olivia,O2,0.169,0.167,0.157,O6,0.395,0.389,0.485,NA,NA,NA,NA,0.092,0.1,0.095,0.202,0.218,0.212,61,55,69,0,0,0,NA,NA,NA,0.614,0.646,0.628,0.596,0.573,0.612,0.536,0.554,0.546,0.617,0.631,0.617,0.527,0.571,0.572,0.587,0.61,0.604,0.566,0.592,0.599,0.561,0.549,0.549,0.581,0.558,0.592,0.632,0.631,0.627
O3G2,yes,2_3,2,2_3,16.568,16.569,16.562,2_3,16.615,16.614,16.617,2_3,16.732,16.731,16.734,2_3,16.912,16.911,16.914,2_3,17.536,17.535,17.536,299121,298044,299977,1361441,1360122,1365278,299332,19961856,299910,1404940,1401626,1404360,301628,301599,301059,1368731,1367543,1369176,312813,312855,313120,1385725,1387109,1384380,321153,321540,319290,1418581,1425496,1422340,14,Olivia,O2,0.301,0.167,0.165,O6,0.369,0.448,0.465,NA,NA,NA,NA,0.109,0.115,0.118,0.242,0.261,0.262,37,86,74,0,0,0,0.611,0.617,0.613,0.57,0.581,0.599,0.577,0.64,0.565,0.534,0.515,0.53,0.575,0.548,0.534,0.516,0.519,0.524,0.513,0.517,0.539,0.533,0.559,0.551,0.528,0.519,0.519,0.564,0.537,0.51,0.557,0.525,0.552
O3H2,yes,2_3,2,2_3,12.055,12.057,12.055,2_3,12.077,12.08,12.082,2_3,12.18,12.181,12.179,2_3,12.239,12.24,12.241,2_3,12.572,12.57,12.569,295347,298626,297283,890448,891591,891658,298070,298921,301345,883730,887202,893276,309146,309638,309904,915502,925290,901893,312481,311939,311905,913211,913602,913298,309345,307795,308787,967546,971502,969891,NA,NA,D7,0.09,0.089,0.094,O6,0.189,0.266,0.219,NA,NA,NA,NA,0.071,0.072,0.072,0.122,0.126,0.128,NA,NA,NA,NA,NA,NA,0.619,0.639,0.608,0.563,0.56,0.564,0.505,0.516,0.532,0.582,0.57,0.549,0.597,0.598,0.571,0.478,0.516,0.466,0.506,0.503,0.522,0.542,0.549,0.545,0.506,0.479,0.479,0.369,0.338,0.38,0.541,0.521,0.5
O3I2,no,2_3,2,2_3,13.204,13.204,13.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294784,296418,298044,1195228,1196882,1195443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612,0.625,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O3I3,yes,2_3,2,NA,NA,NA,NA,2_3,14.968,14.964,14.963,2_3,14.981,14.98,14.981,2_3,14.99,14.988,14.993,2_3,15.094,15.095,15.093,NA,NA,NA,NA,NA,NA,306148,307567,306396,1049391,1048209,1048309,312684,310463,310822,1056078,1059354,1058129,303141,302500,201281,1044106,1041660,1044698,313768,312145,311751,1072720,1071725,1072798,16,Olivia,O2,0.099,0.071,0.092,O6,0.241,0.228,0.231,NA,NA,NA,NA,0.062,0.062,0.059,0.11,0.109,0.106,64,58,71,0,0,0,NA,NA,NA,0.542,0.582,0.547,0.543,0.569,0.515,0.542,0.54,0.532,0.557,0.56,0.559,0.567,0.588,0.57,0.552,0.523,0.556,0.509,0.496,0.473,0.5,0.502,0.512,0.544,0.503,0.503,0.491,0.502,0.466
O4G2,no,2_3,2,2_3,24.801,24.798,24.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294510,297781,295868,1857640,1863847,1870385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659,0.652,0.652,0.57,0.62,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O4G9,yes,2_3,2,NA,NA,NA,NA,2_3,24.42,24.421,24.417,2_3,24.404,24.405,24.403,2_3,24.574,24.573,24.573,2_3,24.904,24.903,24.904,NA,NA,NA,NA,NA,NA,301558,301054,301116,1318561,1320121,1325893,309929,307704,309097,1299629,1302983,1284663,309021,309273,307929,1312314,1318862,1322900,312760,308700,306879,1360606,1362494,1363472,20,Darrren,O2,0.151,0.143,0.139,O6,0.329,0.409,0.436,NA,NA,NA,NA,0.085,0.107,0.115,0.286,0.357,0.358,16,20,21,0,0,0,NA,NA,NA,NA,NA,NA,0.545,0.528,0.531,0.55,0.572,0.577,0.583,0.588,0.587,0.593,0.556,0.598,0.601,0.618,0.585,0.583,0.576,0.568,0.605,0.615,0.618,0.553,0.567,0.57,0.598,0.544,0.573
O4H2,yes,2_3,2,2_3,14.526,14.542,14.526,2_3,14.511,14.511,14.514,2_3,14.573,14.576,14.578,2_3,14.866,14.866,14.867,2_3,15.532,15.535,15.534,295332,298061,296995,1179769,1177679,1180095,306385,304998,305806,1196094,1221569,1226566,310749,311331,310200,1234692,1234550,1234198,309484,309777,309766,1219052,1218838,1219445,311802,315217,313416,1283748,1281414,1279684,15,Lauren,O2,0.144,0.131,0.145,O6,0.364,0.397,0.448,NA,NA,NA,NA,0.058,0.068,0.062,0.177,0.211,0.202,74,75,81,2,0,0,0.608,0.613,0.607,0.508,0.504,0.548,0.517,0.586,0.484,0.525,0.528,0.517,0.512,0.525,0.522,0.481,0.484,0.478,0.52,0.528,0.494,0.505,0.479,0.488,0.459,0.457,0.479,0.477,0.459,0.489,0.449,0.471,0.47
O4I10,no,2_3,2,NA,NA,NA,NA,2_3,21.542,21.54,21.537,2_3,21.495,21.494,21.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299720,302764,302225,1477985,1480448,1478372,307151,307685,309042,1031365,1014583,1048832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631,0.629,0.641,0.605,0.587,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O4I2,no,2_3,2,2_3,13.213,13.216,13.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292900,292906,294755,1243165,1236108,1237234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.489,0.483,0.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I2A3,yes,3_1,3,3_1,21.966,21.963,21.961,3_1,22.094,22.094,22.098,3_1,22.27,22.271,22.27,3_1,22.365,22.364,22.364,3_1,22.675,22.673,22.668,303536,301904,304392,1413104,1414164,1407714,303021,304638,302455,1461555,1464579,1465512,307157,307144,307453,1469644,1472297,1469241,313104,312750,312777,1441704,1442102,1439786,318649,317554,318408,1501554,1494568,1497184,15,Lauren,O2,0.168,0.146,0.164,O6,0.343,0.37,0.428,NA,NA,NA,NA,0.023,0.029,0.027,0.094,0.114,0.112,30,47,41,0,0,1,0.609,0.637,0.608,0.597,0.567,0.533,0.508,0.483,0.429,0.474,0.494,0.498,0.48,0.476,0.466,0.454,0.453,0.474,0.484,0.479,0.471,0.458,0.424,0.458,0.353,0.388,0.352,0.43,0.399,0.389,0.42,0.418,0.419
I2B3,yes,3_1,3,3_1,21.727,21.722,21.722,3_1,21.839,21.834,21.836,3_1,22.042,22.042,22.039,3_1,22.291,22.295,22.294,3_1,22.677,22.676,22.673,304056,303227,302964,1245555,1244383,1252667,301702,301376,304127,1255648,1255583,1252635,309369,308823,309366,1329490,1334439,1330336,311466,310083,311441,1262367,1268326,1267416,320100,319264,321848,1321043,1323219,1323099,17,Darren,D8,0.074,0.076,0.073,O6,0.157,0.256,0.177,NA,NA,NA,NA,0.002,0.003,0.003,0.027,0.033,0.033,2,5,8,0,0,0,0.599,0.592,0.567,0.527,0.473,0.589,0.588,0.54,0.569,0.575,0.564,0.571,0.616,0.603,0.594,0.629,0.661,0.593,0.586,0.624,0.608,0.578,0.567,0.575,0.549,0.584,0.571,0.546,0.577,0.556,0.576,0.578,0.584
I2C3,yes,3_1,3,3_1,18.396,18.396,18.396,3_1,18.37,18.37,18.371,3_1,18.344,18.344,18.343,3_1,18.294,18.292,18.293,3_1,18.327,18.327,18.327,304594,294814,307942,1328452,1329251,1330041,307741,308575,308018,1350389,1357825,1351126,NA,NA,NA,NA,NA,NA,310686,308976,309808,1340932,1339919,1338850,319878,317547,320403,1355820,1362163,1356017,NA,NA,NA,NA,NA,NA,O6,0.271,0.371,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,0.612,0.6,0.538,0.522,0.483,0.549,0.517,0.523,0.482,0.512,0.519,0.468,0.5,0.497,0.439,0.49,0.473,0.445,0.44,0.447,0.475,0.5,0.508,0.484,0.466,0.489,0.535,0.492,0.483,0.467,0.471,0.509
I3A3,no,3_1,3,3_1,18.784,18.779,18.778,3_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290244,300154,294797,1193831,1196054,1199948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609,0.648,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I3A7,yes,3_1,3,NA,NA,NA,NA,3_1,14.988,14.992,14.987,3_1,15.137,15.138,15.134,3_1,15.387,15.387,15.387,3_1,15.902,15.9,15.899,NA,NA,NA,NA,NA,NA,305536,306120,305518,1279710,1283610,1294183,298351,295413,295985,1273849,1271797,1272638,310379,310380,310671,1341520,1342252,1340487,303257,304382,307709,1341916,1338694,1339162,NA,NA,NA,NA,NA,NA,O6,0.278,0.395,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.658,0.595,0.602,0.552,0.617,0.591,0.535,0.593,0.55,0.601,0.619,0.612,0.58,0.595,0.588,0.562,0.593,0.561,0.583,0.605,0.569,0.592,0.581,0.587,0.604,0.61,0.599,0.583,0.613,0.589
I3B3,yes,3_1,3,3_1,13.907,13.904,13.906,3_1,14.017,14.017,14.01,3_1,14.186,14.189,14.19,3_1,14.421,14.42,14.421,3_1,14.894,14.895,14.896,305687,292602,303416,990840,993107,992122,302445,304184,301965,981703,979633,979047,300045,299555,298628,1029866,1022835,1020619,310925,312325,311487,1072174,1071575,1072014,317728,320768,319071,1099463,1099641,1101452,13,Joyce,D2,0.16,0.2,0.173,O6,0.359,0.274,0.413,NA,NA,NA,NA,0.122,0.155,0.146,0.271,0.326,0.317,320,221,245,0,0,0,0.548,0.541,0.525,0.516,0.472,0.511,0.5,0.505,0.432,0.564,0.577,0.579,0.578,0.571,0.572,0.627,0.599,0.578,0.588,0.62,0.603,0.578,0.591,0.586,0.57,0.552,0.576,0.584,0.573,0.549,0.595,0.592,0.592
I3C3,yes,3_1,3,3_1,23.208,23.205,23.206,3_1,23.296,23.301,23.295,3_1,23.547,23.547,23.546,3_1,23.794,23.795,23.793,3_1,24.448,24.451,24.451,296871,302456,303350,1196703,1195842,1195863,303283,302783,304958,1200750,1206006,1211658,305534,302485,305482,1253114,1250557,1242932,311262,305456,309638,1253604,1254639,1271043,308088,305399,306449,1362070,1349276,1342253,18,Darren,O2,0.267,0.115,0.124,O6,0.322,0.364,0.296,NA,NA,NA,NA,0.159,0.162,0.166,0.43,0.443,0.448,66,64,63,1,0,0,0.606,0.607,0.594,0.521,0.635,0.566,0.551,0.551,0.573,0.607,0.606,0.619,0.613,0.61,0.616,0.599,0.585,0.584,0.58,0.584,0.579,0.59,0.584,0.591,0.541,0.534,0.503,0.58,0.564,0.565,0.556,0.58,0.586
I4A3,yes,3_1,3,3_1,19.628,19.632,19.624,3_1,19.523,19.523,19.527,3_1,19.389,19.385,19.388,3_1,19.28,19.29,19.28,3_1,19.511,19.507,19.507,294760,293838,289200,1220403,1219096,1221054,301067,299454,302750,1225759,1223383,1225975,306219,307614,304619,1512004,1514621,1511973,307006,306505,307590,1226847,1226796,1226385,307926,309561,304742,1233259,1238245,1235689,19,Darren,D7,0.111,0.118,0.113,O6,0.296,0.299,0.184,NA,NA,NA,NA,0.073,0.08,0.084,0.141,0.156,0.162,51,48,24,0,1,0,0.593,0.634,0.614,0.628,0.688,0.636,0.607,0.59,0.59,0.596,0.619,0.617,0.61,0.624,0.636,0.597,0.603,0.602,0.563,0.574,0.576,0.553,0.541,0.529,0.581,0.577,0.599,0.697,0.661,0.637,0.618,0.622,0.572
I4B3,yes,3_1,3,3_1,19.074,19.072,19.07,3_1,19.103,19.107,19.112,3_1,19.13,19.133,19.132,3_1,19.262,19.258,19.257,3_1,19.579,19.577,19.577,299132,300240,289382,1291470,1289207,1292139,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,302758,301335,304346,1345240,1343573,1340860,308858,312681,310371,1348494,1349504,1349723,305391,307388,305620,1332442,1337097,1342139,17,Darren,D6,0.119,0.109,0.118,O6,0.282,0.266,0.178,NA,NA,NA,NA,0.106,0.146,0.14,0.109,0.151,0.146,15,32,29,0,0,0,0.618,0.598,0.589,0.515,0.621,0.622,0.571,0.585,0.582,0.608,0.581,0.614,0.591,0.614,0.633,0.591,0.545,0.537,0.521,0.536,0.538,0.568,0.614,0.599,0.62,0.616,0.615,0.584,0.568,0.61,0.649,0.636,0.586
I4C3,yes,3_1,3,3_1,22.954,22.949,22.948,3_1,23.056,23.054,23.054,3_1,23.395,23.392,23.395,3_1,23.656,23.659,23.656,3_1,24.234,24.234,24.234,302432,309072,297984,1386108,1388441,1385782,303610,304980,305491,1437219,1437688,1434459,301133,299185,300543,1517361,1509679,1519056,309822,310092,309509,1527480,1527105,1527309,319097,321587,322182,1525270,1525089,1526129,16,Darren,O2,0.122,0.113,0.118,O6,0.307,0.241,0.258,NA,NA,NA,NA,0.071,0.082,0.088,0.232,0.259,0.275,29,45,51,0,0,0,0.636,0.619,0.614,0.636,0.63,0.617,0.551,0.515,0.553,0.6,0.586,0.602,0.565,0.586,0.585,0.572,0.571,0.565,0.536,0.532,0.536,0.488,0.477,0.512,0.556,0.573,0.54,0.56,0.565,0.572,0.594,0.572,0.582
O2A9,yes,3_1,3,3_1,14.365,14.369,14.365,3_1,14.353,14.349,14.352,3_1,14.303,14.304,14.302,3_1,14.33,14.331,14.33,3_1,14.5,14.499,14.497,293663,290435,292848,1081577,1081628,1081506,306060,303306,306323,1043644,1044765,1049823,307632,308250,311332,954553,953773,950726,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,307596,308213,309240,1018802,1022451,1016382,13,Lauren,D4,0.15,0.157,0.177,O7,0.164,0.617,0.461,NA,NA,NA,NA,0.074,0.081,0.08,0.126,0.139,0.137,77,71,19,0,1,0,NA,NA,NA,0.6,0.621,0.616,0.519,0.573,0.509,0.583,0.576,0.591,0.602,0.604,0.58,0.585,0.557,0.566,0.586,0.61,0.637,0.596,0.567,0.588,0.602,0.62,0.603,0.379,0.385,0.371,0.596,0.595,0.553
O2B10,yes,3_1,3,3_1,17.366,17.365,17.364,3_1,17.428,17.43,17.427,3_1,17.677,17.677,17.677,3_1,17.895,17.9,17.888,3_1,18.528,18.528,18.526,295734,303448,311975,1554407,1552746,1553344,304414,306350,306631,1596375,1596236,1607834,300242,299172,301658,1617292,1610243,1612322,311943,311370,311991,1657422,1657940,1658349,318646,318662,318443,1725915,1727460,1726977,27,Darren,D8,0.19,0.177,0.188,O7,0.228,0.304,0.206,NA,NA,NA,NA,0.023,0.029,0.034,0.073,0.087,0.092,18,24,12,0,0,0,NA,NA,NA,0.64,0.667,0.598,0.545,0.545,0.538,0.59,0.587,0.606,0.574,0.571,0.583,0.571,0.561,0.568,0.556,0.573,0.536,0.534,0.56,0.504,0.487,0.499,0.461,0.537,0.566,0.552,0.47,0.517,0.465
